memo,sim1,sim2,sim3,sim4,simp,vendors,ext1,accuracy,ext2,accuracy,ext3,accuracy,ext4,accuracy,failed,output,accuracy
MACHINEZONEI5063-INVPMT ACH Credit,pass,INVPMT ACH Credit,X,X,INVPMT ACH Credit,machine zone,X,0.0,X,0.0,INVPMT ACH Credit,0.3448275862068966,X,0.0,extracted,INVPMT ACH Credit,0.3448275862068966
MANTRA 2 BOND MANTRA 2 BOND STREET SYDNEY AU Ref5516000A79Q Crd3846 Dt11/22,MANTRA 2 BOND MANTRA 2 BOND STREETAU 5516000A79Q 3846 Dt11/22,MANTRA 2 BOND MANTRA 2 BOND STREET S,MANTRA 2 BOND MANTRA 2 BOND STREET SYDNEY AU A79Q,X,MANTRA 2 BOND MANTRA 2 BOND STREETAU,mantra 2 bond street,X,0.0,MANTRA 2 BOND ,0.8235294117647058,X,0.0,X,0.0,extracted,MANTRA 2 BOND ,0.8235294117647058
MANTRA 2 BOND MANTRA 2 BOND STREET SYDNEY NS Ref5516000A79E Crd3846 Dt11/22,MANTRA 2 BOND MANTRA 2 BOND STREETNS 5516000A79E 3846 Dt11/22,MANTRA 2 BOND MANTRA 2 BOND STREET SYDNEY NS,MANTRA 2 BOND MANTRA 2 BOND STREET SYDNEY NS A79E,X,MANTRA 2 BOND MANTRA 2 BOND STREETNS,mantra 2 bond street,X,0.0,MANTRA 2 BOND ,0.8235294117647058,X,0.0,X,0.0,extracted,MANTRA 2 BOND ,0.8235294117647058
MBI -SETL ACH Debit,MBI -SETL ACH ,MBI -SETL ACH Debit,X,X,MBI -SETL ACH ,mbl,X,0.0,X,0.0,MBI -SETL ACH,0.375,X,0.0,extracted,MBI -SETL ACH,0.375
MECCA HAY ST MECCA HAY ST PERTH PERTH WA Ref0554400A202 Crd3846 Dt11/18,MECCA HAY ST MECCA HAY ST PERTH PERTH WA 0554400A202 3846 Dt11/18,MECCA HAY ST MECCA HAY S,MECCA HAY ST MECCA HAY ST PERTH PERTH WA A202,X,MECCA HAY ST MECCA HAY ST PERTH PERTH WA,mecca hay st mall,X,0.0,MECCA HAY ST PERTH ,0.7222222222222222,X,0.0,X,0.0,extracted,MECCA HAY ST PERTH ,0.7222222222222222
MELBOURNE SUPPER CLUB MELBOURNE SUPPER CLUB MELBOURNE VI Ref0554400A702 Crd3846 Dt11/23,MELBOURNE SUPPER CLUB MELBOURNE SUPPER CLUB MELBOURNE VI 0554400A702 3846 Dt11/23,MELBOURNE SUPPER CLUB MELBOURNE S,MELBOURNE SUPPER CLUB MELBOURNE SUPPER CLUB MELBOURNE VI A702,X,MELBOURNE SUPPER CLUB MELBOURNE SUPPER CLUB MELBOURNE VI,melbourne supper club,X,0.0,MELBOURNE SUPPER CLUB MELBOURNE ,0.7924528301886793,X,0.0,X,0.0,extracted,MELBOURNE SUPPER CLUB MELBOURNE ,0.7924528301886793
MELBOURNE SUPPER CLUB MELBOURNE SUPPER CLUB MELBOURNE VI Ref0554400A902 Crd3846 Dt11/25,MELBOURNE SUPPER CLUB MELBOURNE SUPPER CLUB MELBOURNE VI 0554400A902 3846 Dt11/25,MELBOURNE SUPPER CLUB MELBOURNE S,MELBOURNE SUPPER CLUB MELBOURNE SUPPER CLUB MELBOURNE VI A902,X,MELBOURNE SUPPER CLUB MELBOURNE SUPPER CLUB MELBOURNE VI,melbourne supper club,X,0.0,MELBOURNE SUPPER CLUB MELBOURNE ,0.7924528301886793,X,0.0,X,0.0,extracted,MELBOURNE SUPPER CLUB MELBOURNE ,0.7924528301886793
MERCURY TECHNOLO BILL MERCURY TECHNOLO BILL PMT 3302252429 SILICON VALLEY B,X,SILICON VALLEY B,X,X,SILICON VALLEY B,first republic bank transfer,X,0.0,X,0.0,SILICON VALLEY B,0.2727272727272727,X,0.0,extracted,SILICON VALLEY B,0.2727272727272727
MISSION ROCK RESORT SAN FRANCIS 10156320171 4157017625,MISSION ROCK RESORT10156320171 4157017625,MISSION ROCK RESORT SAN FRANCIS,X,X,MISSION ROCK RESORT SAN FRANCIS,mission rock resort,X,0.0,X,0.0,X,0.0,X,0.0,extracted,X,0.0
MLAB 4157582748 CA MLAB 4157582748 CA Ref55429509JLS Crd8856 Dt11/02,MLAB 4157582748MLAB 415758274855429509JLS 8856 Dt11/02,S  02,MLAB 4157582748 CA MLAB 4157582748 CA JLS,X,S,mlab,X,0.0,X,0.0,S,0.0,X,0.0,X,S,0.0
MONTHLY SERVICE FEE,pass,MONTHLY SERVICE FEE,X,X,MONTHLY SERVICE FEE,wells fargo,X,0.0,X,0.0,MONTHLY SERVICE FEE,0.2,X,0.0,extracted,MONTHLY SERVICE FEE,0.2
MORDISKO CAKES           SAN MATEO    CA,MORDISKO CAKES CA,MORDISKO CAKES           SAN MATEO    CA,X,X,MORDISKO CAKES CA,mordisko cakes,X,0.0,X,0.0,MORDISKO CAKES CA,0.9032258064516129,X,0.0,extracted,MORDISKO CAKES CA,0.9032258064516129
MR. TIPPLES SAN MR. TIPPLES SAN FRANCISCO CA Ref2553606A32Y Crd9952 Dt11/17,MR. TIPPLES SAN MR. TIPPLESCA 2553606A32Y 9952 Dt11/17,MR. TIPPLES SAN MR. TIPPLES SAN FRANCIS,MR. TIPPLES SAN MR. TIPPLES SAN FRANCISCO CA A32Y,X,MR. TIPPLES SAN MR. TIPPLESCA,"""mr. tipple's recording studio""",X,0.0,MR. ,0.22857142857142856,X,0.0,X,0.0,extracted,MR. ,0.22857142857142856
NCSBNLICENSEVERIFCTN 312-525-360 NCSBNLICENSEVERIFCTN 312-525-3600 IL Ref55432869W5V Crd6153 Dt11/12,NCSBNLICENSEVERIFCTN 312-525-360 NCSBNLICENSEVERIFCTN 312-525-3600 IL 55432869W5V 6153 Dt11/12,NCSBNLICENSEVERIFCTN 312-525-360 NCSBNLICENS,NCSBNLICENSEVERIFCTN 312-525-360 NCSBNLICENSEVERIFCTN 312-525-3600 IL W5V,X,NCSBNLICENSEVERIFCTN 312-525-360 NCSBNLICENSEVERIFCTN 312-525-3600 IL,ncsbn,X,0.0,NCSBNLICENSEVERIFCTN ,0.38461538461538464,X,0.0,X,0.0,extracted,NCSBNLICENSEVERIFCTN ,0.38461538461538464
"NETO E-COMMERCE SOLUTIONS PTY LT SENDER BNK:=CITIBANK NYC; SENDER ID:=021000089; ORG:=NETO E-COMMERCE SOLUTIONS PTY LTD; ORG ADDRESS:=LEVEL 3 35 BOUNDARY STREET 4101 SOUTH BRISBANE QLD AUSTRALIA ; ORG FI ID:=NATAAU3303M; BNF ID:=3301415902; BNF NAME:=HOUND TECHNOLOGY, INC.; BNF ADDRESS:=",X,NETO E-COMMERCE SOLUTIONS PTY LT SENDER BNK:=CITIBANK NYC; S SOLUTIONS PTY LTD; ORG ADDRESS:=LEVEL 3 35 BOUNDARY STREET 4101 SOUTH BRISBANE QLD AUS SS:=,X,X,NETO E-COMMERCE SOLUTIONS PTY LT SENDER BNK:=CITIBANK NYC; S SOLUTIONS PTY LTD; ORG ADDRESS:=LEVEL 3 35 BOUNDARY STREET 4101 SOUTH BRISBANE QLD AUS SS:=,neto ecommerce solutions pty ltd,X,0.0,SOLUTIONS PTY ,0.6086956521739131,X,0.0,X,0.0,extracted,SOLUTIONS PTY ,0.6086956521739131
NEW ORLEANS CC  CONC 0083,NEW ORLEANS CC CONC 0083,NEW ORLEANS CC  CONC 0083,X,X,NEW ORLEANS CC CONC 0083,new orleans convention center,X,0.0,X,0.0,X,0.0,X,0.0,extracted,X,0.0
NEWEGG PURCHASE WITH MR POINTS,X,NEWEGG PURCHASE WITH MR POINTS,X,X,NEWEGG PURCHASE WITH MR POINTS,newegg,X,0.0,X,0.0,X,0.0,X,0.0,X,X,0.0
NOTION PRO 6504851632 NOTION PRO 6504851632 CA Ref5542950A1JH Crd6153 Dt11/17,NOTION PRO 6504851632 NOTION PRO 65048516325542950A1JH 6153 Dt11/17,X,NOTION PRO 6504851632 NOTION PRO 6504851632 CA A1JH,X,NOTION PRO 6504851632 NOTION PRO 6504851632A1JH,notionpro,X,0.0,NOTION PRO ,0.9,X,0.0,X,0.0,X,NOTION PRO ,0.9
O'LEARYS -2 01 O'LEARYS -2 01 HONG KONG HK Ref55427679W2X Crd7367 Dt11/11,O'LEARYS -2 01 O'LEARYS -2 01 HONG KONG HK 55427679W2X 7367 Dt11/11,O'LEARYS -2 01 O'LEARYS,O'LEARYS -2 01 O'LEARYS -2 01 HONG KONG HK W2X,X,O'LEARYS -2 01 O'LEARYS -2 01 HONG KONG HK,"""o'learys""",X,0.0,O'LEARYS -2 01 ,0.64,X,0.0,X,0.0,extracted,O'LEARYS -2 01 ,0.64
OFFICEWORKS 0615 PERTH OFFICEWORKS 0615 PERTH AU Ref0528294A12J Crd3846 Dt11/17,OFFICEWORKS 0615 PERTH OFFICEWORKS 0615 PERTH0528294A12J 3846 Dt11/17,OFFICEWORKS 0615 PERTH OFFICEWORKS,OFFICEWORKS 0615 PERTH OFFICEWORKS 0615 PERTH AU A12J,X,OFFICEWORKS 0615 PERTH OFFICEWORKS 0615 PERTH AU,officeworks,X,0.0,OFFICEWORKS 0615 PERTH ,0.6470588235294118,X,0.0,X,0.0,extracted,OFFICEWORKS 0615 PERTH ,0.6470588235294118
OLDE NAWLINS COOKERY,pass,OLDE NAWLINS COOKERY,X,X,OLDE NAWLINS COOKERY,olde nawlins cookery,X,0.0,X,0.0,OLDE NAWLINS COOKERY,1.0,X,0.0,extracted,OLDE NAWLINS COOKERY,1.0
OLEMA PARTNERS 4156639000 OLEMA PARTNERS 4156639000 CA Ref55429509ZJH Crd0653 Dt11/14,OLEMA PARTNERS 4156639000 OLEMA PARTNERS 415663900055429509ZJH 0653 Dt11/14,OLEMA PARTNERS S,OLEMA PARTNERS 4156639000 OLEMA PARTNERS 4156639000 CA ZJH,X,OLEMA PARTNERS S,olema partners,X,0.0,X,0.0,OLEMA PARTNERS S,0.9333333333333333,X,0.0,extracted,OLEMA PARTNERS S,0.9333333333333333
ONLINE DOMESTIC WIRE FEE,X,ONLINE DOMESTIC WIRE FEE,X,X,ONLINE DOMESTIC WIRE FEE,chase bank fees,X,0.0,X,0.0,X,0.0,X,0.0,extracted,X,0.0
Online Transfer from CHK ...1692 transaction#: 6703330695,X,Online Transfer from CHK ...1692 trans,X,Rm,X,chase bank transfer,X,0.0,X,0.0,X,0.0,X,0.0,X,X,0.0
Online Transfer from CHK ...5118 transaction#: 6640946573,X,Online Transfer from CHK ...5118 trans,X,Rm,X,chase bank transfer,X,0.0,X,0.0,X,0.0,X,0.0,X,X,0.0
Online Transfer from CHK ...5118 transaction#: 6675953248,X,Online Transfer from CHK ...5118 trans,X,Rm,X,chase bank transfer,X,0.0,X,0.0,X,0.0,X,0.0,X,X,0.0
Online Transfer to MMA ...9908 t ransaction#: 6640946573,X,Online Transfer to MMA ...9908 t rans,X,Rm,X,chase bank transfer,X,0.0,X,0.0,X,0.0,X,0.0,X,X,0.0
Online Transfer to MMA ...9908 t ransaction#: 6675953248,X,Online Transfer to MMA ...9908 t rans,X,Rm,X,chase bank transfer,X,0.0,X,0.0,X,0.0,X,0.0,X,X,0.0
"Optimizely, Inc Payment Optimizely, Inc Payment 121880",X,X,X,X,"Optimizely, Inc Payment Optimizely, Inc Payment 121880",optimizely,X,0.0,"Optimizely, Inc Payment ",0.5882352941176471,X,0.0,"Optimizely,",0.9523809523809523,X,"Optimizely,",0.9523809523809523
ORIGENE TECHNOLOGIESROCKVILLE MD 95090013 301-340-3188,X,ORIGENE TECHNOLOGIES,X,X,ORIGENE TECHNOLOGIES,origene technologies inc,X,0.0,X,0.0,ORIGENE TECHNOLOGIES,0.9090909090909091,X,0.0,extracted,ORIGENE TECHNOLOGIES,0.9090909090909091
OSAMIL NEW YORK OSAMIL NEW YORK NY Ref85179249HWG Crd3846 Dt10/31,OSAMILOSAMILNY 85179249HWG 3846 Dt10/31,OSAMIL NEW YORK OS,OSAMIL NEW YORK OSAMIL NEW YORK NY HWG,X,OSAMILOSAMILNY HWG,osmail,X,0.0,X,0.0,OSAMILOSAMILNY HWG,0.4166666666666667,X,0.0,extracted,OSAMILOSAMILNY HWG,0.4166666666666667
OTTER INN 4 MONTEREY CA 00062323 831-375-2299,OTTER INN 4 MONTEREY00062323 831-375-2299,X,X,X,OTTER INN 4 MONTEREY00062323 831-375-2299,otter inn monterey,X,0.0,X,0.0,X,0.0,X,0.0,extracted,X,0.0
PALACE MARKET POINT PALACE MARKET POINT REYES S CA Ref25536069S30 Crd0653 Dt11/09,PALACE MARKET POINT PALACE MARKET POINT REYES S25536069S30 0653 Dt11/09,PALACE MARKET POINT PALACE MARKET POINT REYES S S30  09,PALACE MARKET POINT PALACE MARKET POINT REYES S CA S30,X,PALACE MARKET POINT PALACE MARKET POINT REYES S CA,palace market point reyes,X,0.0,PALACE MARKET POINT ,0.8888888888888888,X,0.0,X,0.0,X,PALACE MARKET POINT ,0.8888888888888888
PAN PACIFIC MELBOURNE PAN PACIFIC MELBOURNE SOUTH WHARF VI Ref9530131A900 Crd3846 Dt11/24,PAN PACIFIC MELBOURNE PAN PACIFIC MELBOURNE SOUTH WHARF VI 9530131A900 3846 Dt11/24,PAN PACIFIC MELBOURNE PAN PACIFIC MELBOURNE S,PAN PACIFIC MELBOURNE PAN PACIFIC MELBOURNE SOUTH WHARF VI A900,X,PAN PACIFIC MELBOURNE PAN PACIFIC MELBOURNE SOUTH WHARF VI,pan pacific melbourne,X,0.0,PAN PACIFIC MELBOURNE ,0.9767441860465116,X,0.0,X,0.0,extracted,PAN PACIFIC MELBOURNE ,0.9767441860465116
PAN PACIFIC MELBOURNE PAN PACIFIC MELBOURNE SOUTH WHARF VI Ref9530131AA00 Crd3846 Dt11/25,PAN PACIFIC MELBOURNE PAN PACIFIC MELBOURNE SOUTH WHARF VI 9530131AA00 3846 Dt11/25,PAN PACIFIC MELBOURNE PAN PACIFIC MELBOURNE S,PAN PACIFIC MELBOURNE PAN PACIFIC MELBOURNE SOUTH WHARF VI AA00,X,PAN PACIFIC MELBOURNE PAN PACIFIC MELBOURNE SOUTH WHARF VI,pan pacific melbourne,X,0.0,PAN PACIFIC MELBOURNE ,0.9767441860465116,X,0.0,X,0.0,extracted,PAN PACIFIC MELBOURNE ,0.9767441860465116
PANASONIC CATHAY PACIF PANASONIC CATHAY PACIF 04254159641 CA Ref55263529V2D Crd7367 Dt11/11,PANASONIC CATHAY PACIF PANASONIC CATHAY PACIF 0425415964155263529V2D 7367 Dt11/11,PANASONIC CATHAY PACIF PANAS,PANASONIC CATHAY PACIF PANASONIC CATHAY PACIF 04254159641 CA V2D,X,PANASONIC CATHAY PACIF PANAS,cathay pacific airways,X,0.0,X,0.0,X,0.0,X,0.0,extracted,X,0.0
PANJIVA.COM       PANJIVA.COM  N DBT Purchase,PANJIVA.COM PANJIVA.COM N DBT Purchase,PANJIVA.COM       PANJIVA.COM  N DBT Purchase,X,X,PANJIVA.COM PANJIVA.COM N DBT Purchase,panjiva,X,0.0,PANJIVA.COM ,0.7368421052631579,X,0.0,X,0.0,X,PANJIVA.COM ,0.7368421052631579
PASILLA INC.,pass,PASILLA INC.,X,X,PASILLA INC.,pasilla inc,X,0.0,X,0.0,PASILLA INC.,0.9565217391304348,X,0.0,extracted,PASILLA INC.,0.9565217391304348
PATRICK HARRINGT BUSBILLPAY PATRICK HARRINGT BUSBILLPAY TRAN#12 Scrapworks Inc.,X,PATRICK HARRINGT BUSBILLPAY PATRICK HARRINGT BUSBILLPAY TRAN#12 Scrapworks Inc.,X,X,PATRICK HARRINGT BUSBILLPAY PATRICK HARRINGT BUSBILLPAY TRAN#12 Scrapworks Inc.,patrick harrington,X,0.0,PATRICK HARRINGT BUSBILLPAY ,0.6956521739130435,X,0.0,X,0.0,extracted,PATRICK HARRINGT BUSBILLPAY ,0.6956521739130435
PAY*BLUE WATER KAYAKIN PAY*BLUE WATER KAYAKIN 415-669-2600 CA Ref05436849JHE Crd0653 Dt10/31,PAY*BLUE WATER KAYAKIN PAY*BLUE WATER KAYAKIN 415-669-260005436849JHE 0653 Dt10/31,X,PAY*BLUE WATER KAYAKIN PAY*BLUE WATER KAYAKIN 415-669-2600 CA JHE,X,PAY*BLUE WATER KAYAKIN PAY*BLUE WATER KAYAKIN 415-669-2600JHE,blue waters kayaking,X,0.0,PAY*BLUE WATER KAYAKIN ,0.8372093023255814,X,0.0,X,0.0,extracted,PAY*BLUE WATER KAYAKIN ,0.8372093023255814
PAY*BLUE WATER KAYAKIN PAY*BLUE WATER KAYAKIN 415-669-2600 CA Ref05436849VHE Crd0653 Dt11/10,PAY*BLUE WATER KAYAKIN PAY*BLUE WATER KAYAKIN 415-669-260005436849VHE 0653 Dt11/10,X,PAY*BLUE WATER KAYAKIN PAY*BLUE WATER KAYAKIN 415-669-2600 CA VHE,X,PAY*BLUE WATER KAYAKIN PAY*BLUE WATER KAYAKIN 415-669-2600VHE,blue waters kayaking,X,0.0,PAY*BLUE WATER KAYAKIN ,0.8372093023255814,X,0.0,X,0.0,extracted,PAY*BLUE WATER KAYAKIN ,0.8372093023255814
PAY*BLUE WATER KAYAKIN PAY*BLUE WATER KAYAKIN 415-669-2600 CA Ref0543684A18P Crd0653 Dt11/17,PAY*BLUE WATER KAYAKIN PAY*BLUE WATER KAYAKIN 415-669-26000543684A18P 0653 Dt11/17,X,PAY*BLUE WATER KAYAKIN PAY*BLUE WATER KAYAKIN 415-669-2600 CA A18P,X,PAY*BLUE WATER KAYAKIN PAY*BLUE WATER KAYAKIN 415-669-2600 CA,blue waters kayaking,X,0.0,PAY*BLUE WATER KAYAKIN ,0.8372093023255814,X,0.0,X,0.0,extracted,PAY*BLUE WATER KAYAKIN ,0.8372093023255814
PAY*BLUE WATER KAYAKIN PAY*BLUE WATER KAYAKIN 866-289-5977 CA Ref05436849J8P Crd0653 Dt11/02,PAY*BLUE WATER KAYAKIN PAY*BLUE WATER KAYAKIN 866-289-597705436849J8P 0653 Dt11/02,X,PAY*BLUE WATER KAYAKIN PAY*BLUE WATER KAYAKIN 866-289-5977 CA J8P,X,PAY*BLUE WATER KAYAKIN PAY*BLUE WATER KAYAKIN 866-289-5977 CA,blue waters kayaking,X,0.0,PAY*BLUE WATER KAYAKIN ,0.8372093023255814,X,0.0,X,0.0,extracted,PAY*BLUE WATER KAYAKIN ,0.8372093023255814
Payment Thank You-Mobile,pass,Payment Thank You-Mobile,X,X,Payment Thank You-Mobile,chase,X,0.0,X,0.0,Payment Thank You-Mobile,0.20689655172413793,X,0.0,extracted,Payment Thank You-Mobile,0.20689655172413793
PBH Network Inc. PBH Network Inc. Bill.com 015FCLRFWVOHRTT Confiant,X,PBH Network Inc. PBH Network Inc. Bill.com Confiant,X,X,PBH Network Inc. PBH Network Inc. Bill.com Confiant,pbh network,X,0.0,PBH Network Inc. ,0.7857142857142857,X,0.0,PBH Network,1.0,extracted,PBH Network,1.0
PEER5 INC Deposit-Wired Funds,X,INC Deposit-Wired Funds,X,X,INC Deposit-Wired Funds,"peer5', 'peer5",X,0.0,X,0.0,INC Deposit-Wired Funds,0.16216216216216217,X,0.0,extracted,INC Deposit-Wired Funds,0.16216216216216217
PEER5 INC Deposit-Wired Funds,X,INC Deposit-Wired Funds,X,X,INC Deposit-Wired Funds,peer5,X,0.0,X,0.0,INC Deposit-Wired Funds,0.14285714285714285,X,0.0,extracted,INC Deposit-Wired Funds,0.14285714285714285
PEI WEI C LAS            LAS VEGAS    NV,PEI WEI C LAS NV,PEI WEI C LAS            LAS VEGAS    NV,X,X,PEI WEI C LAS NV,pei wei asian diner,X,0.0,X,0.0,X,0.0,X,0.0,extracted,X,0.0
PERSISTIQ.COM 4158911140 CA PERSISTIQ.COM 4158911140 CA Ref55429509VJH Crd6244 Dt11/10,PERSISTIQ.COM 4158911140PERSISTIQ.COM 415891114055429509VJH 6244 Dt11/10,PERSIS SIS,PERSISTIQ.COM 4158911140 CA PERSISTIQ.COM 4158911140 CA VJH,X,PERSIS SIS,persistiq,X,0.0,X,0.0,PERSIS SIS,0.7368421052631579,X,0.0,X,PERSIS SIS,0.7368421052631579
PHILA INS CO PHILA INS CO INS IN 83048632 83048632,X,PHILA INS CO PHILA INS CO INS,X,X,PHILA INS CO PHILA INS CO INS,philadelphia insurance company,X,0.0,PHILA INS CO INS ,0.5531914893617021,X,0.0,PHILA INS,0.46153846153846156,extracted,PHILA INS,0.46153846153846156
PIN ATM PAYPAL *GGRIJ2 San Jose CA TID11396402 Crd9960 Dt11/24,PIN ATM *GGRIJ2CA TID11396402 9960 Dt11/24,PIN ATM PAYPAL San Jos,PIN ATM PAYPAL *GGRIJ2 San Jose CA TID11396402,X,PIN ATM San Jos,ggrij2,X,0.0,X,0.0,X,0.0,X,0.0,extracted,X,0.0
PIN ATM PAYPAL *TECH L San Jose CA TID28332262 Crd0257 Dt11/27,PIN ATM *TECH LCA TID28332262 0257 Dt11/27,PIN ATM PAYPAL *TECH L San Jos,PIN ATM PAYPAL *TECH L San Jose CA TID28332262,X,PIN ATM *TECH L San Jos,tech ladies,X,0.0,X,0.0,X,0.0,X,0.0,X,X,0.0
PL*PAYLEASE -WEB PMTS ACH Debit,PL*PAYLEASE -WEB PMTS ACH ,PL*PAYLEASE -WEB PMTS ACH Debit,X,X,PL*PAYLEASE -WEB PMTS ACH ,paylease,X,0.0,X,0.0,X,0.0,X,0.0,X,X,0.0
PL*WILLIAMSREALE-WEB PMTS ACH Debit,PL*WILLIAMSREALE-WEB PMTS ACH ,PL*WILLIAMSREALE-WEB PMTS ACH Debit,X,X,PL*WILLIAMSREALE-WEB PMTS ACH ,williams real estate,X,0.0,X,0.0,PL*WILLIAMSREALE-WEB PMTS ACH,0.6122448979591837,X,0.0,X,PL*WILLIAMSREALE-WEB PMTS ACH,0.6122448979591837
PLACEBOPROOF,pass,PLACEBOPROOF,X,X,PLACEBOPROOF,placeboproof,X,0.0,X,0.0,PLACEBOPROOF,1.0,X,0.0,extracted,PLACEBOPROOF,1.0
"PLANGRID, INC. SENDER BNK:=SIL VLY BK SCLA; SENDER ID:=121140399; ORG:=PLANGRID, INC.; ORG ADDRESS:=2111 MISSION ST 4TH FLOOR SAN FRANCISCO, CA 94110 ; BNF ID:=3301468208; BNF NAME:=SOURCERESS, INC.; BNF ADDRESS:=283 DOLORES STSAN FRANCISCO, CA 94103; OBI:=BY ORDER OF:","PLANGRID, INC. SENDER BNK:=SIL VLY BK SCLA; SENDER ID:=121140399; ORG:=PLANGRID, INC.; ORG ADDRESS:=2111 MISSION ST 4TH FLOOR SAN FRANCISCO,94110 ; BNF ID:=3301468208; BNF NAME:=SOURCERESS, INC.; BNF ADDRESS:=283 DOLORES STSAN FRANCISCO,94103; OBI:=BY ORDER OF:","PLANGRID, INC. SENDER BNK:=SIL VLY BK SCLA; S SS:=2111 MISSION ST FLOOR SAN FRANCIS SOURCERESS, INC.; BNF ADDRESS:=283 DOLORES STSAN FRANCIS",X,X,"PLANGRID, INC. SENDER BNK:=SIL VLY BK SCLA; S SS:=2111 MISSION ST FLOORSOURCERESS, INC.; BNF ADDRESS:=283 DOLORES STSAN FRANCIS",plangrid,X,0.0,X,0.0,X,0.0,"PLANGRID,",0.9411764705882353,extracted,"PLANGRID,",0.9411764705882353
POLICE EXECUTIVE RESWASHINGTON 99999997330 2024667820,X,POLICE EXECUTIVE RESWAS,X,X,POLICE EXECUTIVE RESWAS,police executive research forum,X,0.0625,X,0.0625,POLICE EXECUTIVE RESWAS,0.7777777777777778,X,0.0625,extracted,POLICE EXECUTIVE RESWAS,0.7777777777777778
POLICE EXECUTIVE RESWASHINGTON 99999997333 2024667820,X,POLICE EXECUTIVE RESWAS,X,X,POLICE EXECUTIVE RESWAS,police executive research forum,X,0.0625,X,0.0625,POLICE EXECUTIVE RESWAS,0.7777777777777778,X,0.0625,extracted,POLICE EXECUTIVE RESWAS,0.7777777777777778
PORK STORE CAFE PORK STORE CAFE SAN FRANCISCO CA Ref2524780A002 Crd9952 Dt11/16,PORK STORE CAFE PORK STORE CAFECA 2524780A002 9952 Dt11/16,PORK STORE CAFE PORK STORE CAFE SAN FRANCIS,PORK STORE CAFE PORK STORE CAFE SAN FRANCISCO CA A002,X,PORK STORE CAFE PORK STORE CAFECA,pork store cafe,X,0.0,PORK STORE ,0.8461538461538461,X,0.0,X,0.0,extracted,PORK STORE ,0.8461538461538461
POST AUSTRALIA SQU POST AUSTRALIA SQU SYDNEY AU Ref5537745A69F Crd3846 Dt11/22,POST AUSTRALIA SQU POST AUSTRALIA SQUAU 5537745A69F 3846 Dt11/22,POST AUSTRALIA SQU POST AUSTRALIA SQU S,POST AUSTRALIA SQU POST AUSTRALIA SQU SYDNEY AU A69F,X,POST AUSTRALIA SQU POST AUSTRALIA SQUAU,australian post office,X,0.0,POST AUSTRALIA ,0.5405405405405406,X,0.0,X,0.0,extracted,POST AUSTRALIA ,0.5405405405405406
POST EAST PERTH POST EAST PERTH PO EAST PERTH AU Ref5537745A49Q Crd3846 Dt11/18,POST EAST PERTH POST EAST PERTH PO EAST PERTH5537745A49Q 3846 Dt11/18,POST EAST PERTH POST EAST PERTH PO EAS,POST EAST PERTH POST EAST PERTH PO EAST PERTH AU A49Q,X,POST EAST PERTH POST EAST PERTH PO EAST PERTH AU,australian post office,X,0.0,POST EAST PERTH EAST PERTH ,0.24489795918367346,X,0.0,X,0.0,extracted,POST EAST PERTH EAST PERTH ,0.24489795918367346
POST PORT MELBOURN POST PORT MELBOURN PORT MELBOURN AU Ref5537745A89B Crd3846 Dt11/24,POSTPOSTPORT MELBOURN5537745A89B 3846 Dt11/24,POST PORT MELBOURN POS,POST PORT MELBOURN POST PORT MELBOURN PORT MELBOURN AU A89B,X,POSTPOSTPORT MELBOURN AU,australian post office,X,0.0,X,0.0,POSTPOSTPORT MELBOURN AU,0.2608695652173913,X,0.0,extracted,POSTPOSTPORT MELBOURN AU,0.2608695652173913
PROPOSITION CHICKEN SAN PROPOSITION CHICKEN SAN FRANCISCO CA Ref85587469ZS6 Crd3846 Dt11/14,PROPOSITION CHICKEN SAN PROPOSITION CHICKENCA 85587469ZS6 3846 Dt11/14,PROPOSITION CHICKEN SAN PROPOSITION CHICKEN SAN FRANCIS S6  14,PROPOSITION CHICKEN SAN PROPOSITION CHICKEN SAN FRANCISCO CA ZS6,X,PROPOSITION CHICKEN SAN PROPOSITION CHICKENCA ZS6,proposition chicken,X,0.0,PROPOSITION ,0.7741935483870968,X,0.0,X,0.0,extracted,PROPOSITION ,0.7741935483870968
PSAV AUDIO VISUAL SVCS,X,PSAV AUDIO VISUAL SVCS,X,X,PSAV AUDIO VISUAL SVCS,psav audio visual,X,0.0,X,0.0,X,0.0,X,0.0,extracted,X,0.0
QANTAS A 0812477217285 QANTAS A 0812477217285 MASCOT AU Ref6535310A1SL Crd3846 Dt11/17,QANTAS A 0812477217285 QANTAS A 0812477217285 MASCOT6535310A1SL 3846 Dt11/17,QANTAS S S SL  17,QANTAS A 0812477217285 QANTAS A 0812477217285 MASCOT AU A1SL,X,QANTAS S SCOT AU,qantas,X,0.0,X,0.0,X,0.0,X,0.0,X,X,0.0
RABBIT HOLE BAR RABBIT HOLE BAR SYDNEY NS Ref5516000A69E Crd3846 Dt11/21,RABBIT HOLE BAR RABBIT HOLE BARNS 5516000A69E 3846 Dt11/21,RABBIT HOLE BAR RABBIT HOLE BAR SYDNEY NS,RABBIT HOLE BAR RABBIT HOLE BAR SYDNEY NS A69E,X,RABBIT HOLE BAR RABBIT HOLE BARNS,rabbit hole bar,X,0.0,RABBIT HOLE ,0.8888888888888888,X,0.0,X,0.0,X,RABBIT HOLE ,0.8888888888888888
